id,descripcion,grupo
T19,Cuerpo extraño en las vías genitourinarias,S00-T98
T20,Quemadura y corrosión de la cabeza y del cuello,S00-T98
T21,Quemadura y corrosión del tronco,S00-T98
T22,"Quemadura y corrosión del hombro y miembro superior, excepto de la muñeca y de la mano",S00-T98
T23,Quemadura y corrosión de la muñeca y de la mano,S00-T98
T24,"Quemadura y corrosión de la cadera y miembro inferior, excepto tobillo y pie",S00-T98
T25,Quemadura y corrosión del tobillo y del pie,S00-T98
T26,Quemadura y corrosión limitada al ojo y sus anexos,S00-T98
T27,Quemadura y corrosión de las vias respiratorias,S00-T98
T28,Quemadura y corrosión de otros órganos internos,S00-T98
T29,Quemaduras y corrosiones de múltiples regiones del cuerpo,S00-T98
T30,"Quemadura y corrosión, región del cuerpo no especificada",S00-T98
T31,Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada,S00-T98
T32,Corrosiones clasificadas según la extensión de la superficie del cuerpo afectada,S00-T98
T33,Congelamiento superficial,S00-T98
T34,Congelamiento con necrosis tisular,S00-T98
T35,Congelamiento que afecta múltiples regiones del cuerpo y congelamiento no especificado,S00-T98
T36,Envenenamiento por antibióticos sistemicos,S00-T98
T37,Envenenamiento por otros antiinfecciosos y antiparasitarios sistemicos,S00-T98
T38,"Envenenamiento por hormonas y sus sustitutos y antagonistas sintéticos, no clasificados en otra parte",S00-T98
T39,"Envenenamiento por analgésicos no narcóticos, antipiréticos y antirreumáticos",S00-T98
T40,Envenenamiento por narcoticos y psicodislepticos [alucinógenos],S00-T98
T41,Envenenamiento por anestésicos y gases terapéuticos,S00-T98
T42,"Envenenamiento por antiepilepticos, hipnóticos-sedantes y drogas antiparkinsonianas",S00-T98
T43,"Envenenamiento por psicotropicos, no clasificados en otra parte",S00-T98
T44,Envenenamiento por drogas que afectan principalmente el sistema nervioso autónomo,S00-T98
T45,"Envenenamiento por agentes principalmente sistemicos y hematologicos, no clasificados en otra parte",S00-T98
T46,Envenenamiento por agentes que afectan principalmente el sistema cardiovascular,S00-T98
T47,Envenenamiento por agentes que afectan principalmente el sistema gastrointestinal,S00-T98
T48,Envenenamiento por agentes con acción principal sobre los músculos lisos y esqueléticos y sobre el sistema respiratorio,S00-T98
T49,"Envenenamiento por agentes tópicos que afectan principalmente la piel y las membranas mucosas y por drogas oftalmológicas, otorrinolaringologicas",S00-T98
T50,"Envenenamiento por diuréticos y otras drogas, medicamentos y sustancias biológicas no especificadas",S00-T98
T51,Efecto tóxico del alcohol,S00-T98
T52,Efecto tóxico de disolventes orgánicos,S00-T98
T53,Efecto tóxico de los derivados halogenados de los hidrocarburos alifaticos y aromáticos,S00-T98
T54,Efecto tóxico de sustancias corrosivas,S00-T98
T55,Efecto tóxico de detergentes y jabones,S00-T98
T56,Efecto tóxico de metales,S00-T98
T57,Efecto tóxico de otras sustancias inorgánicas,S00-T98
T58,Efecto tóxico del monoxido de carbono,S00-T98
T59,"Efecto tóxico de otros gases, humos y vapores",S00-T98
T60,Efecto tóxico de plaguicidas [pesticidas],S00-T98
T61,Efecto tóxico de sustancias nocivas ingeridas como alimentos marinos,S00-T98
T62,Efecto tóxico de otras sustancias nocivas ingeridas como alimento,S00-T98
T63,Efecto tóxico del contacto con animales venenosos,S00-T98
T64,Efecto tóxico de aflatoxina y otras micotoxinas contaminantes de alimentos,S00-T98
T65,Efecto tóxico de otras sustancias y las no especificadas,S00-T98
T66,Efectos no especificados de la radiación,S00-T98
T67,Efectos del calor y de la luz,S00-T98
T68,Hipotermia,S00-T98
T69,Otros efectos de la reducción de la temperatura,S00-T98
T70,Efectos de la presión del aire y de la presión del agua,S00-T98
T71,Asfixia,S00-T98
T73,Efectos de otras privaciones,S00-T98
T74,Sindromes del maltrato,S00-T98
T75,Efectos de otras causas externas,S00-T98
T78,"Efectos adversos, no clasificados en otra parte",S00-T98
T79,"Algunas complicaciones precoces de traumatismos, no clasificadas en otra parte",S00-T98
T80,"Complicaciones consecutivas a infusión, transfusión e inyección terapéutica",S00-T98
T81,"Complicaciones de procedimientos, no clasificadas en otra parte",S00-T98
T82,"Complicaciones de dispositivos protésicos, implantes e injertos cardiovasculares",S00-T98
T83,"Complicaciones de dispositivos, implantes e injertos genitourinarios",S00-T98
T84,"Complicaciones de dispositivos protésicos, implantes e injertos ortopédicos internos",S00-T98
T85,"Complicaciones de otros dispositivos protésicos, implantes e injertos internos",S00-T98
T86,Falla y rechazo del trasplante de órganos y tejidos,S00-T98
T87,Complicaciones peculiares de la reinserción y amputación,S00-T98
T88,"Otras complicaciones de la atención medica y quirúrgica, no clasificadas en otra parte",S00-T98
T90,Secuelas de traumatismos de la cabeza,S00-T98
T91,Secuelas de traumatismos del cuello y del tronco,S00-T98
T92,Secuelas de traumatismos de miembro superior,S00-T98
T93,Secuelas de traumatismos de miembro inferior,S00-T98
T94,Secuelas de traumatismos que afectan múltiples regiones del cuerpo y las no especificadas,S00-T98
T95,"Secuelas de quemaduras, corrosiones y congelamientos",S00-T98
T96,"Secuelas de envenenamientos por drogas, medicamentos y sustancias biológicas",S00-T98
T97,Secuelas de efectos tóxicos de sustancias de procedencia principalmente no medicinal,S00-T98
T98,Secuelas de otros efectos y los no especificados de causas externas,S00-T98
V01,Peatón lesionado por colisión con vehículo de pedal,V01-Y98
V02,Peatón lesionado por colisión con vehículo de motor de dos o tres ruedas,V01-Y98
V03,"Peatón lesionado por colisión con automóvil, camioneta o furgoneta",V01-Y98
V04,Peatón lesionado por colisión con vehículo de transporte pesado o autobús,V01-Y98
V05,Peatón lesionado por colisión con tren o vehículo de rieles,V01-Y98
V06,Peatón lesionado por colisión con otros vehículos sin motor,V01-Y98
V09,"Peatón lesionado en otros accidentes de transporte, y en los no especificados",V01-Y98
V10,Ciclista lesionado por colisión con peatón o animal,V01-Y98
V11,Ciclista lesionado por colisión con otro ciclista,V01-Y98
V12,Ciclista lesionado por colisión con vehiculo de motor de dos o tres ruedas,V01-Y98
V13,"Ciclista lesionado por colisión con automóvil, camioneta o furgoneta",V01-Y98
V14,Ciclista lesionado por colisión con vehículo de transporte pesado o autobús,V01-Y98
V15,Ciclista lesionado por colisión con tren o vehículo de rieles,V01-Y98
V16,Ciclista lesionado por colisión con otros vehículos sin motor,V01-Y98
V17,"Ciclista lesionado por colisión con objeto estacionado o fijo,",V01-Y98
V18,Ciclista lesionado en accidente de transporte sin colisión,V01-Y98
V19,"Ciclista lesionado en otros accidentes de transporte, y en los no especificados",V01-Y98
V20,Motociclista lesionado por colisión con peatón o animal,V01-Y98
V21,"Motociclista lesionado por colisión con vehículo de pedal,",V01-Y98
V22,Motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas,V01-Y98
V23,"Motociclista lesionado por colisión con automóvil, camioneta o furgoneta",V01-Y98
V24,Motociclista lesionado por colisión con vehículo de transporte pesado o autobús,V01-Y98
V25,Motociclista lesionado por colisión con tren o vehículo de rieles,V01-Y98
V26,Motociclista lesionado por colisión con otros vehículos sin motor,V01-Y98
V27,Motociclista lesionado por colisión con objeto fijo o estacionado,V01-Y98
V28,Motociclista lesionado en accidente de transporte sin colisión,V01-Y98
V29,"Motociclista lesionado en otros accidentes de transporte, y en los no especificados",V01-Y98
V30,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con peatón o animal,V01-Y98
V31,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de pedal,V01-Y98
V32,Ocupante de vehiculo de motor de tres ruedas lesionado por colisión con otro vehículo de motor de dos o tres ruedas,V01-Y98
V33,"Ocupante de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta",V01-Y98
V34,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús,V01-Y98
V35,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con tren o vehículo de rieles,V01-Y98
V36,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos sin motor,V01-Y98
V37,Ocupante de vehículo de motor de tres ruedas lesionado por colisión con objeto fijo o estacionado,V01-Y98
V38,Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión,V01-Y98
V39,"Ocupante de vehículo de motor de tres ruedas lesionado en otros accidentes de transporte, y en los no especificados",V01-Y98
V40,Ocupante de automóvil lesionado por colisión con peatón o animal,V01-Y98
V41,Ocupante de automóvil lesionado por colisión con vehículo de pedal,V01-Y98
V42,Ocupante de automóvil lesionado por colisión con vehículo de motor de dos o tres ruedas,V01-Y98
V43,"Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta",V01-Y98
V44,Ocupante de automóvil lesionado por colisión con vehículo de transporte pesado o autobús,V01-Y98
V45,Ocupante de automóvil lesionado por colisión con tren o vehículo de rieles,V01-Y98
V46,Ocupante de automóvil lesionado por colisión con otros vehículos sin motor,V01-Y98
V47,Ocupante de automóvil lesionado por colisión con objeto fijo o estacionado,V01-Y98
V48,"Ocupante de automóvil lesionado en accidente de transporte sin colisión,",V01-Y98
V49,"Ocupante de automóvil lesionado en otros accidentes de transporte, y en los no especificados",V01-Y98
V50,Ocupante de camioneta o furgoneta lesionado por colisión con peatón o animal,V01-Y98
V51,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de pedal,V01-Y98
V52,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de motor de dos o tres ruedas,V01-Y98
V53,"Ocupante de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta",V01-Y98
V54,Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús,V01-Y98
V55,Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles,V01-Y98
V56,Ocupante de camioneta o furgoneta lesionado por colisión con otros vehículos sin motor,V01-Y98
V57,Ocupante de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado,V01-Y98
V58,Ocupante de camioneta o furgoneta lesionado en accidente de transporte sin colisión,V01-Y98
V59,"Ocupante de camioneta o furgoneta lesionado en otros accidentes de transporte, y en los no especificados",V01-Y98
V60,Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal,V01-Y98
V61,Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal,V01-Y98
V62,Ocupante de vehículo de transporte pesado lesionado por colisión con vehiculo de motor de dos o tres ruedas,V01-Y98
V63,"Ocupante de vehículo de transporte pesado lesionado por colisión con automóvil, camioneta o furgoneta",V01-Y98
V64,Ocupante de vehículo de transporte pesado lesionado por colisión con otro vehículo de transporte pesado o autobús,V01-Y98
V65,Ocupante de vehículo de transporte pesado lesionado por colisión con tren o vehículo de rieles,V01-Y98
V66,Ocupante de vehículo de transporte pesado lesionado por colisión con otros vehículos sin motor,V01-Y98
V67,Ocupante de vehículo de transporte pesado lesionado por colisión con objeto fijo o estacionado,V01-Y98
V68,Ocupante de vehículo de transporte pesado lesionado en accidente de transporte sin colisión,V01-Y98
V69,"Ocupante de vehículo de transporte pesado lesionado en otros accidentes de transporte, y en los no especificados",V01-Y98
V70,Ocupante de autobús lesionado por colisión con peatón o animal,V01-Y98
V71,"Ocupante de autobús lesionado por colisión con vehículo de pedal,",V01-Y98
V72,Ocupante de autobús lesionado por colisión con vehículo de motor de dos o tres ruedas,V01-Y98
V73,"Ocupante de autobús lesionado por colisión con automóvil, camioneta o furgoneta",V01-Y98
V74,Ocupante de autobús lesionado por colisión con vehículo de transporte pesado o autobús,V01-Y98
V75,Ocupante de autobús lesionado por colisión con tren o vehículo de rieles,V01-Y98
V76,Ocupante de autobús lesionado por colisión con otros vehículos sin motor,V01-Y98
V77,Ocupante de autobús lesionado por colisión con objeto fijo o estacionado,V01-Y98
V78,Ocupante de autobús lesionado en accidente de transporte sin colisión,V01-Y98
V79,"Ocupante de autobús lesionado en otros accidentes de transporte, y en los no especificados",V01-Y98
V80,Jinete u ocupante de vehículo de tracción animal lesionado en accidente de transporte,V01-Y98
V81,Ocupante de tren o vehículo de rieles lesionado en accidente de transporte,V01-Y98
V82,Ocupante de tranvía lesionado en accidente de transporte,V01-Y98
V83,Ocupante de vehículo especial (de motor) para uso principalmente en plantas industriales lesionado en accidente de transporte,V01-Y98
V84,Ocupante de vehículo especial (de motor) para uso principalmente en agricultura lesionado en accidente de transporte,V01-Y98
V85,Ocupante de vehículo especial (de motor) para construcción lesionado en accidente de transporte,V01-Y98
V86,Ocupante de vehículo especial para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de transporte,V01-Y98
V87,"Accidente de transito de tipo especificado, pero donde se desconoce el modo de transporte de la víctima",V01-Y98
V88,"Accidente no de transito de tipo especificado, pero donde se desconoce el modo de transporte de la victima",V01-Y98
V89,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",V01-Y98
V90,Accidente de embarcación que causa ahogamiento y sumersión,V01-Y98
V91,Accidente de embarcación que causa otros tipos de traumatismo,V01-Y98
V92,"Ahogamiento y sumersión relacionados con transporte por agua, sin accidente a la embarcación",V01-Y98
V93,"Accidente en una embarcación, sin accidente a la embarcación, que no causa ahogamiento o sumersión",V01-Y98
V94,"Otros accidentes de transporte por agua, y los no especificados",V01-Y98
V95,"Accidente de aeronave de motor, con ocupante lesionado",V01-Y98
V96,"Accidente de aeronave sin motor, con ocupante lesionado",V01-Y98
V97,Otros accidentes de transporte aéreo especificados,V01-Y98
V98,Otros accidentes de transporte especificados,V01-Y98
V99,Accidente de transporte no especificado,V01-Y98
W00,Caída en el mismo nivel por hielo o nieve,V01-Y98
W01,"Caída en el mismo nivel por deslizamiento, tropezón y traspié",V01-Y98
W02,"Caída por patines para hielo, esquís, patines de ruedas o patineta",V01-Y98
W03,Otras caídas en el mismo nivel por colisión con o por empujón de otra persona,V01-Y98
W04,Caída al ser trasladado o sostenido por otras personas,V01-Y98
W05,Caída que implica silla de ruedas,V01-Y98
W06,Caída que implica cama,V01-Y98
W07,Caída que implica silla,V01-Y98
W08,Caída que implica otro mueble,V01-Y98
W09,Caída que implica equipos para juegos nfantiles,V01-Y98
W10,Caída en o desde escalera y escalones,V01-Y98
W11,Caída en o desde escaleras manuales,V01-Y98
W12,Caída en o desde andarnio,V01-Y98
W13,"Caída desde, fuera o a través de un edificio u otra construcción",V01-Y98
W14,Caída desde un árbol,V01-Y98
W15,Caída desde pensado,V01-Y98
W16,Salto o zambullida dentro del agua que causa otro traumatismo sin sumersión o ahogamiento,V01-Y98
W17,Otras caídas de un nivel a otro,V01-Y98
W18,Otras caídas en el mismo nivel,V01-Y98
W19,Caída no especificada,V01-Y98
W20,"Golpe por objeto arrojado, proyectado o que cae",V01-Y98
W21,Golpe contra o golpeado por equipo para deportes,V01-Y98
W22,Golpe contra o golpeado por otros objetos,V01-Y98
W23,"Atrapado, aplastado, trabado o apretado en o entre objetos",V01-Y98
W24,"Contacto traumático con dispositivos de elevación y transmisión, no clasificados en otra parte",V01-Y98
W25,Contacto traumático con vidrio cortante,V01-Y98
W26,"Contacto traumático con cuchillo, espada, daga o puñal",V01-Y98
W27,Contacto traumático con herramientas manuales sin motor,V01-Y98
W28,"Contacto traumático con cortadora de césped, con motor",V01-Y98
W29,"Contacto traumático con otras herramientas manuales y artefactos del hogar, con motor",V01-Y98
W30,Contacto traumático con maquinaria agrícola,V01-Y98
W31,"Contacto traumático con otras maquinarias, y las no especificadas",V01-Y98
W32,Disparo de arma corta,V01-Y98
W33,"Disparo de rifle, escopeta y arma larga",V01-Y98
W34,"Disparo de otras armas de fuego, y las no especificadas",V01-Y98
W35,Explosión y rotura de caldera,V01-Y98
W36,Explosión y rotura de cilindro con gas,V01-Y98
W37,"Explosión y rotura de neumático, tubo o manguera de goma presurizada",V01-Y98
W38,Explosión y rotura de otros dispositivos presurizados especificados,V01-Y98
W39,Explosión de fuegos artificiales,V01-Y98
W40,"Explosión de fuegos artificiales, en Explosión de otros materiales",V01-Y98
W41,Exposición a chorro de alta presión,V01-Y98
W42,Exposición al ruido,V01-Y98
W43,Exposición a vibraciones,V01-Y98
W44,Cuerpo extraño que penetra por el ojo u orificio natural,V01-Y98
W45,Cuerpo extraño que penetra a través de la piel,V01-Y98
W49,"Exposición a otras fuerzas mecánicas inanimadas, y las no especificadas",V01-Y98
W50,"Aporreo, golpe, mordedura, patada, rasguño o torcedura infligidos por otra persona",V01-Y98
W51,Choque o empellón contra otra persona,V01-Y98
W52,"Persona aplastada, empujada o pisoteada por una multitud o estampida humana",V01-Y98
W53,Mordedura de rata,V01-Y98
W54,Mordedura o ataque de perro,V01-Y98
W55,Mordedura o ataque de otros mamíferos,V01-Y98
W56,Contacto traumático con animales marinos,V01-Y98
W57,Mordedura o picadura de insectos y otros artrópodos no venenosos,V01-Y98
W58,Mordedura o ataque de cocodrilo o caimán,V01-Y98
W59,Mordedura o aplastamiento por otros reptiles,V01-Y98
W60,"Contacto traumático con aguijones, espinas u hojas cortantes de plantas",V01-Y98
W64,"Exposición a otras fuerzas mecánicas animadas, y las no especificadas",V01-Y98
W65,Ahogamiento y sumersión mientras se esta en la bañera,V01-Y98
W66,Ahogamiento y sumersión consecutivos a caída en la bañera,V01-Y98
W67,Ahogamiento y sumersión mientras se esta en una piscina,V01-Y98
W68,Ahogamiento y sumersión consecutivos a caída en una piscina,V01-Y98
W69,Ahogamiento y sumersión mientras se esta en aguas naturales,V01-Y98
W70,Ahogamiento y sumersión posterior a caída en aguas naturales,V01-Y98
W73,Otros ahogamientos y sumersiones especificados,V01-Y98
W74,Ahogamiento y sumersión no especificados,V01-Y98
W75,Sofocación y estrangulamiento accidental en la cama,V01-Y98
W76,Otros estrangulamientos y ahorcamientos accidentales,V01-Y98
W77,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias",V01-Y98
W78,Inhalación de contenidos gástricos,V01-Y98
W79,Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias,V01-Y98
W80,Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias,V01-Y98
W81,Confinado o atrapado en un ambiente con bajo contenido de oxigeno,V01-Y98
W83,Otras obstrucciones especificadas de la respiración,V01-Y98
W84,Obstrucción no especificada de la respiración,V01-Y98
W85,Exposición a líneas de transmisión eléctrica,V01-Y98
W86,Exposición a otras corrientes eléctricas especificadas,V01-Y98
W87,Exposición a corriente eléctrica no especificada,V01-Y98
W88,"Exposición a radiación ionizante, en",V01-Y98
W89,"Exposición a fuente de luz visible y ultravioleta, de origen artificial",V01-Y98
W90,Exposición a otros tipos de radiación no ionizante,V01-Y98
W91,Exposición a radiación de tipo no especificado,V01-Y98
W92,Exposición a calor excesivo de origen artificial,V01-Y98
W93,Exposición a frío excesivo de origen artificial,V01-Y98
W94,Exposición a presión de aire alta y baja y a cambios en la presión del aire,V01-Y98
W99,"Exposición a otros factores ambientales y a los no especificados, de origen artificial",V01-Y98
X00,Exposición a fuego no controlado en edificio u otra construcción,V01-Y98
X01,Exposición a fuego no controlado en lugar que no es edificio u otra construcción,V01-Y98
X02,Exposición a fuego controlado en edificio u otra construcción,V01-Y98
X03,Exposición a fuego controlado en lugar que no es edificio u otra construcción,V01-Y98
X04,Exposición a ignición de material altamente inflamable,V01-Y98
X05,Exposición a ignición o fusión de ropas de dormir,V01-Y98
X06,Exposición a ignición o fusión de otras ropas y accesorios,V01-Y98
X08,"Exposición a otros humos, fuegos o llamas especificados",V01-Y98
X09,"Exposición a humos, fuegos o llamas no especificados",V01-Y98
X10,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes",V01-Y98
X11,Contacto con agua caliente corriente,V01-Y98
X12,Contacto con otros líquidos calientes,V01-Y98
X13,Contacto con vapor de agua y otros vapores calientes,V01-Y98
X14,Contacto con aire y gases calientes,V01-Y98
X15,Contacto con utensilios domésticos calientes,V01-Y98
X16,"Contacto con radiadores, cañerías y artefactos para calefacción, calientes",V01-Y98
X17,"Contacto con maquinas, motores y herramientas calientes",V01-Y98
X18,Contacto con otros metales calientes,V01-Y98
X19,"Contacto con otras sustancias calientes, y las no especificadas",V01-Y98
X20,Contacto traumático con serpientes y lagartos venenosos,V01-Y98
X21,Contacto traumático con aranas venenosas,V01-Y98
X22,Contacto traumático con escorpión,V01-Y98
X23,"Contacto traumático con avispones, avispas y abejas",V01-Y98
X24,Contacto traumático con centipodos y miriapodos venenosos (tropicales),V01-Y98
X25,Contacto traumático con otros artrópodos venenosos especificados,V01-Y98
X26,Contacto traumático con animales y plantas marinas venenosos,V01-Y98
X27,Contacto traumático con otros animales venenosos especificados,V01-Y98
X28,Contacto traumático con otras plantas venenosas especificadas,V01-Y98
X29,Contacto traumático con animales y plantas venenosos no especificados,V01-Y98
X30,Exposición al calor natural excesivo,V01-Y98
X31,Exposición al frío natural excesivo,V01-Y98
X32,Exposición a rayos solares,V01-Y98
X33,Victima de rayo,V01-Y98
X34,Victima de terremoto,V01-Y98
X35,Victima de erupción volcánica,V01-Y98
X36,"Victima de avalancha, derrumbe y otros movimientos de tierra",V01-Y98
X37,Victima de tormenta cataclismica,V01-Y98
X38,Victima de inundación,V01-Y98
X39,"Exposición a otras fuerzas de la naturaleza, y las no especificadas",V01-Y98
X40,"Envenenamiento accidental por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos",V01-Y98
X41,"Envenenamiento accidental por, y exposición a drogas antiepilepticas, sedantes, hipnóticas, antiparkinsonianas y psicotropicas, no clasificados en otra parte",V01-Y98
X42,"Envenenamiento accidental por, y exposición a narcóticos y psicodislepticos [alucinógenos], no clasificados en otra parte",V01-Y98
X43,"Envenenamiento accidental por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo",V01-Y98
X44,"Envenenamiento accidental por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificados",V01-Y98
X45,"Envenenamiento accidental por, y exposición al alcohol",V01-Y98
X46,"Envenenamiento accidental por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores",V01-Y98
X47,"Envenenamiento accidental por, y exposición a otros gases y vapores",V01-Y98
X48,"Envenenamiento accidental por, y exposición a plaguicidas",V01-Y98
X49,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",V01-Y98
X50,Exceso de esfuerzo y movimientos extenuantes y repetitivos,V01-Y98
X51,Viajes y desplazamientos,V01-Y98
X52,Permanencia prolongada en ambiente sin gravedad,V01-Y98
X53,Privación de alimentos,V01-Y98
X54,Privación de agua,V01-Y98
X57,Privación no especificada,V01-Y98
X58,Exposición a otros factores especificados,V01-Y98
X59,Exposición a factores no especificados,V01-Y98
X60,"Envenenamiento autoinfligido intencionalmente por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos",V01-Y98
X61,"Envenenamiento autoinfligido intencionalmente por, y exposición a drogas antiepilepticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas no clasificadas en otra parte",V01-Y98
X62,"Envenenamiento autoinfligido intencionalmente por, y exposición a narcóticos y psicodislepticos [alucinógenos], no clasificados en otra parte",V01-Y98
X63,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo",V01-Y98
X64,"Envenenamiento autoinfligido intencionalmente por, y exposición a otras drogas, medicamentos y sustancias biológicas, y los no especificado",V01-Y98
X65,"Envenenamiento autoinfligido intencionalmente por, y exposición al alcohol",V01-Y98
X66,"Envenenamiento autoinfligido intencionalmente por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores",V01-Y98
X67,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros gases y vapores",V01-Y98
X68,"Envenenamiento autoinfligido intencionalmente por, y exposición a plaguicidas",V01-Y98
X69,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",V01-Y98
X70,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",V01-Y98
X71,Lesión autoinfligida intencionalmente por ahogamiento y sumersión,V01-Y98
X72,Lesión autoinfligida intencionalmente por disparo de arma corta,V01-Y98
X73,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga",V01-Y98
X74,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas",V01-Y98
X75,Lesión autoinfligida intencionalmente por material explosivo,V01-Y98
X76,"Lesión autoinfligida intencionalmente por humo, fuego y llamas",V01-Y98
X77,"Lesión autoinfligida intencionalmente por vapor de agua, vapores y objetos calientes",V01-Y98
X78,Lesión autoinfligida intencionalmente por objeto cortante,V01-Y98
X79,Lesión autoinfligida intencionalmente por objeto romo o sin filo,V01-Y98
X80,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,V01-Y98
X81,Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,V01-Y98
X82,Lesión autoinfligida intencionalmente por colisión de vehiculo de motor,V01-Y98
X83,Lesión autoinfligida intencionalmente por otros medios especificados,V01-Y98
X84,Lesión autoinfligida intencionalmente por medios no especificados,V01-Y98
X85,"Agresión con drogas, medicamentos y sustancias biológicas",V01-Y98
X86,Agresión con sustancia corrosiva,V01-Y98
X87,Agresión con plaguicidas,V01-Y98
X88,Agresión con gases y vapores,V01-Y98
X89,Agresión con otros productos químicos y sustancias nocivas especificadas,V01-Y98
X90,Agresión con productos químicos y sustancias nocivas no especificadas,V01-Y98
X91,"Agresión por ahorcamiento, estrangulamiento y sofocación",V01-Y98
X92,Agresión por ahogamiento y sumersión,V01-Y98
X93,Agresión con disparo de arma corta,V01-Y98
X94,"Agresión con disparo de rifle, escopeta y arma larga",V01-Y98
X95,"Agresión con disparo de otras armas de fuego, y las no especificadas",V01-Y98
X96,Agresión con material explosivo,V01-Y98
X97,"Agresión con humo, fuego y llamas",V01-Y98
X98,"Agresión con vapor de agua, vapores y objetos calientes",V01-Y98
X99,Agresión con objeto cortante,V01-Y98
Y00,Agresión con objeto romo o sin filo,V01-Y98
Y01,Agresión por empujón desde un lugar elevado,V01-Y98
Y02,Agresión por empujar o colocar a la víctima delante de objeto en movimiento,V01-Y98
Y03,Agresión por colisión de vehículo de motor,V01-Y98
Y04,Agresión con fuerza corporal,V01-Y98
Y05,Agresión sexual con fuerza corporal,V01-Y98
Y06,Negligencia y abandono,V01-Y98
Y07,Otros sindromes de maltrato,V01-Y98
Y08,Agresión por otros medios especificados,V01-Y98
Y09,Agresión por medios no especificados,V01-Y98
Y10,"Envenenamiento por, y exposición a analgésicos no narcóticos, antipiréticos y antirreumáticos, de intención no determinada",V01-Y98
Y11,"Envenenamiento por, y exposición a drogas antiepilepticas, sedantes, hipnóticas, antiparkinsonianas y psicotropicas, no clasificadas en otra",V01-Y98
Y12,"Envenenamiento por, y exposición a narcóticos y psicodislepticos [alucinógenos , no clasificados en otra parte, de intención no determinada",V01-Y98
Y13,"Envenenamiento por, y exposición a otras drogas que actúan sobre el sistema nervioso autónomo, de intención no determinada",V01-Y98
Y14,"Envenenamiento por, y exposición a otras drogas, medicamentos y sustancias biológicas, y las no especificadas, de intención no determinada",V01-Y98
Y15,"Envenenamiento por, y exposición al alcohol, de intención no determinada,",V01-Y98
Y16,"Envenenamiento por, y exposición a disolventes orgánicos e hidrocarburos halogenados y sus vapores, de intención no determinada",V01-Y98
Y17,"Envenenamiento por, y exposición a otros gases y vapores, de intención no determinada",V01-Y98
Y18,"Envenenamiento por, y exposición a plaguicidas, de intención no determinada",V01-Y98
Y19,"Envenenamiento por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados, de intención no determinada",V01-Y98
Y20,"Ahorcamiento, estrangulamiento y sofocación, de intención no determinada",V01-Y98
Y21,"Ahogamiento y sumersión, de intención no determinada",V01-Y98
Y22,"Disparo de arma corta, de intención no determinada",V01-Y98
Y23,"Disparo de rifle, escopeta y arma larga, de intención no determinada",V01-Y98
Y24,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",V01-Y98
